text,emergency_level,sentiment,is_emergency,disaster_type,source,verified,timestamp
massive hurricane with severe storm approaching downtown. Wind speeds 120mph. Immediate evacuation ordered! ID:6719,CRITICAL,PANIC,True,HURRICANE,emergency_service,False,2024-11-03 04:30:51.277291
serious landslide reported near central park. 3 homes at risk. ID:2384,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-03 01:26:51.291297
Protest scheduled at downtown. Expecting 500 participants. ID:4205,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-05 20:08:51.299300
Wildlife alert: severe bear sighted in west end. Stay alert. ID:4650,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-04 01:21:51.296292
Minor incident: extreme heat affecting east area. Use caution. #5149,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-03 00:04:51.315290
substantial landslide reported near main street. 20 homes at risk. ID:9351,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-21 11:13:51.291297
harbor area roads flooded due to dense fog. 9 feet of water reported. ID:4406,HIGH,NEGATIVE,True,FLOOD,news_agency,True,2024-11-07 04:03:51.282296
12 traffic signals out in riverside due to dense fog. ID:6985,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-10 16:20:51.289297
Dam failure imminent at central park! 30 communities at risk. Evacuate immediately! #flood ID:1671,CRITICAL,PANIC,True,FLOOD,public,True,2024-10-24 03:42:51.281293
EMERGENCY: considerable chemical spill in route 27. 7 mile evacuation zone. Hazmat responding. ID:7763,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-11-17 09:06:51.279290
Regular update: Community event in riverside. #7505,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-11 11:42:51.323290
Regular update: Community event in riverside. #1295,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-22 00:52:51.323290
Planned power outage in south side for 3 hours tomorrow. ID:6103,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-29 08:05:51.295291
Minor incident: dense fog affecting route 27. Use caution. #7367,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-27 14:36:51.316291
CRITICAL: significant gas leak detected in downtown. 20 block radius being evacuated in next 30 minutes. ID:2185,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-11-09 16:59:51.278290
significant landslide reported near interstate 95. 4 homes at risk. ID:1657,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-05 12:30:51.291297
Minor flooding in commercial zone. Water level risen 4 inches due to strong winds. ID:9702,MEDIUM,NEUTRAL,True,FLOOD,twitter,False,2024-11-16 00:25:51.292292
Active shooter at suburban area. 30 casualties reported. Police operation ongoing. Stay away! ID:7155,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-14 19:45:51.280291
Minor flooding in city center. Water level risen 12 inches due to lightning. ID:7585,MEDIUM,NEUTRAL,True,FLOOD,public,True,2024-10-30 15:31:51.292292
Water pressure issues reported in commercial zone. 12 households affected. ID:1787,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-22 06:16:51.298305
Planned power outage in north district for 30 hours tomorrow. ID:8433,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-13 07:51:51.295291
4 traffic signals out in industrial zone due to severe storm. ID:7358,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-16 08:28:51.289297
severe accident on industrial zone: 12 vehicles involved. Multiple injuries. Avoid area without delay. ID:6828,CRITICAL,PANIC,True,OTHER,emergency_service,True,2024-10-24 21:48:51.279290
Active shooter at suburban area. 2 casualties reported. Police operation ongoing. Stay away! ID:1883,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-13 02:07:51.280291
hail forecast for main street. Expected duration: 7 hours. ID:3747,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-25 16:04:51.292292
Regular update: Community event in north district. #6272,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-12 01:11:51.323290
"Construction incident at harbor area. Area secured, 5 workers affected. ID:8681",MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-21 07:00:51.297292
Beach hazard at highway 101: extreme heat causing dangerous conditions. ID:5343,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-27 11:33:51.300291
Minor incident: strong winds affecting commercial zone. Use caution. #2704,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-21 19:36:51.316291
Active shooter at metropolitan area. 25 casualties reported. Police operation ongoing. Stay away! ID:6741,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-10-26 14:13:51.280291
massive landslide reported near north district. 6 homes at risk. ID:8665,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-02 01:08:51.291297
Dam failure imminent at main street! 3 communities at risk. Evacuate in next 30 minutes! #flood ID:2405,CRITICAL,PANIC,True,FLOOD,twitter,True,2024-11-10 22:37:51.281293
Wildlife alert: serious bear sighted in north district. Stay alert. ID:8971,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-31 08:23:51.296292
Beach hazard at suburban area: extreme heat causing dangerous conditions. ID:9157,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-27 04:39:51.300291
"URGENT: major flooding in city center, 9 people trapped! Rescue needed urgently! #emergency ID:4758",CRITICAL,PANIC,True,FLOOD,twitter,True,2024-11-09 06:12:51.274300
6 traffic signals out in metropolitan area due to severe storm. ID:6035,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-22 05:22:51.289297
Active shooter at commercial zone. 2 casualties reported. Police operation ongoing. Stay away! ID:5627,CRITICAL,PANIC,True,VIOLENCE,public,True,2024-10-30 23:30:51.280291
3 aftershocks reported in downtown. Magnitude extensive on Richter scale. ID:3768,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-06 00:20:51.285293
ALERT: significant tornado approaching residential district. 6 minutes to seek shelter! #tornado ID:2101,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-10-19 14:55:51.275300
Traffic delay on downtown: 12 minute backup due to extensive accident. ID:1779,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-22 01:55:51.294292
Regular update: Community event in city center. #8803,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-04 10:25:51.322290
Minor incident: severe storm affecting central park. Use caution. #8206,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-20 13:11:51.315290
Traffic delay on north district: 8 minute backup due to serious accident. ID:3531,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-16 04:17:51.294292
Minor incident: extreme heat affecting east area. Use caution. #5670,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-28 11:19:51.315290
EMERGENCY: significant chemical spill in residential district. 20 mile evacuation zone. Hazmat responding. ID:4567,CRITICAL,PANIC,True,HAZMAT,emergency_service,True,2024-10-22 14:35:51.279290
Water contamination alert for downtown. Affects 12k residents. Boil advisory issued. ID:9272,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-16 17:01:51.286290
Traffic delay on north district: 12 minute backup due to critical accident. ID:4941,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-28 04:45:51.294292
Active shooter at main street. 6 casualties reported. Police operation ongoing. Stay away! ID:7725,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-08 06:42:51.280291
Evacuation center at interstate 95 reaching capacity. 25 people sheltered. ID:2193,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-26 23:37:51.290297
Protest scheduled at harbor area. Expecting 500 participants. ID:5330,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-12 15:58:51.299300
Wildlife alert: significant bear sighted in north district. Stay alert. ID:4363,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-12 09:32:51.296292
Minor incident: severe storm affecting main street. Use caution. #5094,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-06 07:20:51.315290
Minor incident: ice affecting west end. Use caution. #6185,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-05 12:11:51.317291
EMERGENCY: substantial chemical spill in riverside. 30 mile evacuation zone. Hazmat responding. ID:2716,CRITICAL,PANIC,True,HAZMAT,twitter,False,2024-11-16 03:37:51.279290
Regular update: Community event in route 27. #1733,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-18 17:37:51.322290
Minor incident: hail affecting suburban area. Use caution. #1925,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-11 16:46:51.315290
7 aftershocks reported in metropolitan area. Magnitude massive on Richter scale. ID:3812,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-23 03:02:51.285293
Protest scheduled at riverside. Expecting 400 participants. ID:5218,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-09 06:21:51.299300
Regular update: Community event in residential district. #7542,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-31 10:41:51.323290
Minor flooding in east area. Water level risen 8 inches due to severe storm. ID:5356,MEDIUM,NEUTRAL,True,FLOOD,public,True,2024-10-30 06:53:51.292292
12 aftershocks reported in riverside. Magnitude serious on Richter scale. ID:1962,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-01 00:37:51.285293
"Construction incident at commercial zone. Area secured, 9 workers affected. ID:9962",MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-10 19:19:51.297292
Regular update: Community event in downtown. #7524,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-22 00:20:51.323290
metropolitan area roads flooded due to hail. 7 feet of water reported. ID:1649,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-10-31 16:39:51.282296
9 traffic signals out in commercial zone due to extreme heat. ID:1670,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-27 23:17:51.289297
Minor incident: lightning affecting metropolitan area. Use caution. #1869,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-10 20:44:51.315290
CRITICAL: substantial gas leak detected in city center. 7 block radius being evacuated within next hour. ID:7460,CRITICAL,PANIC,True,OTHER,twitter,True,2024-11-14 14:41:51.278290
Power outage affecting 8k residents in riverside after lightning. ID:7500,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-27 00:14:51.283292
Regular update: Community event in interstate 95. #1754,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-25 02:56:51.322290
Active shooter at east area. 30 casualties reported. Police operation ongoing. Stay away! ID:2612,CRITICAL,PANIC,True,VIOLENCE,emergency_service,False,2024-10-20 16:40:51.280291
massive hurricane with extreme heat approaching residential district. Wind speeds 70mph. Immediate evacuation ordered! ID:4788,CRITICAL,PANIC,True,HURRICANE,news_agency,False,2024-11-13 06:12:51.277291
Minor incident: severe storm affecting highway 101. Use caution. #2804,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-28 11:36:51.317291
Regular update: Community event in highway 101. #7157,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-19 02:27:51.323290
9 casualties reported in devastating fire near highway 101. Evacuate now! #wildfire ID:7335,CRITICAL,PANIC,True,FIRE,twitter,True,2024-11-02 12:39:51.274300
Minor incident: hail affecting main street. Use caution. #8947,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-21 05:24:51.316291
serious accident on main street: 30 vehicles involved. Multiple injuries. Avoid area in next 30 minutes. ID:4425,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-11-07 20:58:51.279290
Regular update: Community event in west end. #8747,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-21 21:32:51.322290
Regular update: Community event in west end. #8050,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-11 16:42:51.322290
Dam failure imminent at north district! 20 communities at risk. Evacuate in next 30 minutes! #flood ID:3534,CRITICAL,PANIC,True,FLOOD,news_agency,True,2024-11-06 16:02:51.281293
devastating landslide reported near interstate 95. 2 homes at risk. ID:9149,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-30 22:52:51.291297
Planned power outage in highway 101 for 8 hours tomorrow. ID:7654,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-25 00:06:51.295291
CRITICAL: devastating gas leak detected in residential district. 2 block radius being evacuated in next 30 minutes. ID:6949,CRITICAL,PANIC,True,OTHER,public,True,2024-11-08 09:13:51.278290
Wildlife alert: critical bear sighted in downtown. Stay alert. ID:2109,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-15 15:22:51.296292
Regular update: Community event in west end. #2203,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-28 13:03:51.321293
Minor incident: snow affecting riverside. Use caution. #5231,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-01 04:34:51.316291
Minor incident: strong winds affecting central park. Use caution. #9236,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-27 03:14:51.315290
significant hurricane with snow approaching suburban area. Wind speeds 40mph. Immediate evacuation ordered! ID:4115,CRITICAL,PANIC,True,HURRICANE,emergency_service,False,2024-10-25 10:54:51.277291
"URGENT: devastating flooding in main street, 12 people trapped! Rescue needed within next hour! #emergency ID:6820",CRITICAL,PANIC,True,FLOOD,public,True,2024-10-31 10:05:51.274300
Minor incident: hail affecting downtown. Use caution. #4753,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-21 19:05:51.315290
"URGENT: considerable flooding in west end, 5 people trapped! Rescue needed immediately! #emergency ID:8556",CRITICAL,PANIC,True,FLOOD,public,True,2024-11-16 13:09:51.274300
Dam failure imminent at suburban area! 10 communities at risk. Evacuate urgently! #flood ID:2677,CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-10-30 21:51:51.281293
Traffic delay on metropolitan area: 2 minute backup due to severe accident. ID:4205,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-21 17:03:51.294292
Building collapsed in highway 101 after significant earthquake. 3+ people trapped. Emergency services responding. ID:7207,CRITICAL,PANIC,True,EARTHQUAKE,public,False,2024-11-09 05:29:51.276291
Dam failure imminent at highway 101! 6 communities at risk. Evacuate within next hour! #flood ID:5801,CRITICAL,PANIC,True,FLOOD,twitter,True,2024-11-05 22:00:51.281293
Regular update: Community event in central park. #2973,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-21 16:13:51.321293
Power outage affecting 25k residents in metropolitan area after strong winds. ID:7718,HIGH,NEGATIVE,True,OTHER,public,False,2024-10-28 20:53:51.283292
Regular update: Community event in harbor area. #1066,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-29 05:28:51.322290
"URGENT: devastating flooding in interstate 95, 20 people trapped! Rescue needed now! #emergency ID:4910",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-10-25 00:01:51.274300
Regular update: Community event in interstate 95. #7603,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-20 16:04:51.323290
Water contamination alert for south side. Affects 4k residents. Boil advisory issued. ID:8013,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-17 02:58:51.286290
Minor incident: lightning affecting city center. Use caution. #4435,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-02 01:54:51.315290
Regular update: Community event in metropolitan area. #2643,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-12 22:58:51.322290
Minor flooding in east area. Water level risen 15 inches due to severe storm. ID:1255,MEDIUM,NEUTRAL,True,FLOOD,emergency_service,True,2024-11-08 19:59:51.292292
Regular update: Community event in suburban area. #9616,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-19 23:25:51.322290
Minor incident: hail affecting west end. Use caution. #1178,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-09 02:42:51.317291
Small fire contained in harbor area. 6 acres affected. No evacuations needed. ID:1058,MEDIUM,NEUTRAL,True,FIRE,news_agency,False,2024-11-07 16:03:51.293290
Regular update: Community event in residential district. #8728,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-16 09:48:51.323290
"Construction incident at interstate 95. Area secured, 8 workers affected. ID:9540",MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-19 15:03:51.297292
Minor incident: hail affecting residential district. Use caution. #9666,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-19 03:08:51.316291
Beach hazard at north district: extreme heat causing dangerous conditions. ID:5886,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-08 17:00:51.300291
Minor incident: snow affecting suburban area. Use caution. #8984,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-04 06:21:51.315290
Regular update: Community event in downtown. #8042,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-28 16:30:51.322290
12 traffic signals out in east area due to ice. ID:5091,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-30 22:21:51.289297
devastating hurricane with hail approaching north district. Wind speeds 40mph. Immediate evacuation ordered! ID:7761,CRITICAL,PANIC,True,HURRICANE,news_agency,True,2024-11-17 09:18:51.277291
Minor incident: strong winds affecting commercial zone. Use caution. #1256,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-26 12:49:51.316291
Regular update: Community event in east area. #4285,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-25 06:02:51.323290
Beach hazard at suburban area: heavy rain causing dangerous conditions. ID:3690,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-10 03:13:51.300291
Evacuation center at interstate 95 reaching capacity. 7 people sheltered. ID:3333,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-03 04:10:51.290297
Dam failure imminent at route 27! 2 communities at risk. Evacuate without delay! #flood ID:7776,CRITICAL,PANIC,True,FLOOD,twitter,False,2024-11-07 15:01:51.281293
ALERT: considerable tornado approaching commercial zone. 20 minutes to seek shelter! #tornado ID:4840,CRITICAL,PANIC,True,TORNADO,public,False,2024-10-22 20:52:51.275300
Minor incident: strong winds affecting highway 101. Use caution. #1333,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-28 07:07:51.317291
8 casualties reported in serious fire near metropolitan area. Evacuate urgently! #wildfire ID:3850,CRITICAL,PANIC,True,FIRE,twitter,False,2024-10-18 14:28:51.274300
Active shooter at suburban area. 10 casualties reported. Police operation ongoing. Stay away! ID:9193,CRITICAL,PANIC,True,VIOLENCE,news_agency,False,2024-10-20 12:31:51.280291
CRITICAL: serious gas leak detected in commercial zone. 15 block radius being evacuated within next hour. ID:2485,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-11-08 09:56:51.278290
Water contamination alert for highway 101. Affects 7k residents. Boil advisory issued. ID:6529,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-24 16:57:51.286290
Missing person in riverside: Last seen 6 hours ago during severe storm. ID:4854,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-19 07:29:51.287291
massive hurricane with snow approaching highway 101. Wind speeds 50mph. Immediate evacuation ordered! ID:7912,CRITICAL,PANIC,True,HURRICANE,emergency_service,True,2024-10-28 23:35:51.277291
Power outage affecting 30k residents in riverside after severe storm. ID:4145,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-27 00:32:51.283292
CRITICAL: critical gas leak detected in interstate 95. 10 block radius being evacuated in next 30 minutes. ID:8109,CRITICAL,PANIC,True,OTHER,twitter,False,2024-10-23 00:19:51.278290
Regular update: Community event in commercial zone. #9681,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-29 00:33:51.322290
15 aftershocks reported in industrial zone. Magnitude massive on Richter scale. ID:9831,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-14 17:59:51.285293
Minor incident: heavy rain affecting industrial zone. Use caution. #5793,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-05 03:29:51.315290
significant landslide reported near north district. 8 homes at risk. ID:6150,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-10 17:59:51.291297
Planned power outage in harbor area for 30 hours tomorrow. ID:7644,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-23 21:14:51.295291
Planned power outage in east area for 12 hours tomorrow. ID:7017,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-22 02:21:51.295291
Minor incident: heavy rain affecting west end. Use caution. #9498,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-23 02:19:51.316291
Active shooter at west end. 10 casualties reported. Police operation ongoing. Stay away! ID:1481,CRITICAL,PANIC,True,VIOLENCE,news_agency,True,2024-10-30 11:15:51.280291
Active shooter at central park. 3 casualties reported. Police operation ongoing. Stay away! ID:9565,CRITICAL,PANIC,True,VIOLENCE,public,False,2024-10-19 07:27:51.280291
Minor incident: hail affecting west end. Use caution. #8214,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-20 15:51:51.316291
lightning forecast for riverside. Expected duration: 20 hours. ID:1803,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-03 13:22:51.292292
Planned power outage in central park for 5 hours tomorrow. ID:5087,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-20 12:54:51.295291
Beach hazard at route 27: strong winds causing dangerous conditions. ID:5067,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-03 03:25:51.300291
Missing person in route 27: Last seen 6 hours ago during snow. ID:4129,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-04 01:50:51.287291
Minor incident: strong winds affecting metropolitan area. Use caution. #8424,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-02 02:50:51.315290
"URGENT: severe flooding in interstate 95, 10 people trapped! Rescue needed urgently! #emergency ID:4833",CRITICAL,PANIC,True,FLOOD,public,True,2024-11-16 08:42:51.274300
Regular update: Community event in north district. #1059,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-22 04:46:51.322290
route 27 roads flooded due to strong winds. 7 feet of water reported. ID:9417,HIGH,NEGATIVE,True,FLOOD,public,True,2024-11-09 10:39:51.282296
8 aftershocks reported in west end. Magnitude significant on Richter scale. ID:2705,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-24 12:17:51.285293
Regular update: Community event in north district. #6162,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-19 18:37:51.322290
Minor incident: heavy rain affecting city center. Use caution. #3485,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-07 08:08:51.315290
ALERT: extensive tornado approaching interstate 95. 9 minutes to seek shelter! #tornado ID:9897,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-11-01 07:27:51.275300
massive hurricane with heavy rain approaching metropolitan area. Wind speeds 20mph. Immediate evacuation ordered! ID:5440,CRITICAL,PANIC,True,HURRICANE,twitter,True,2024-10-29 18:59:51.277291
"Construction incident at industrial zone. Area secured, 20 workers affected. ID:3066",MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-16 21:33:51.297292
2 traffic signals out in west end due to ice. ID:5458,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-19 13:12:51.289297
Regular update: Community event in industrial zone. #6793,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-19 19:50:51.323290
Regular update: Community event in highway 101. #3120,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-14 22:27:51.322290
Minor incident: heavy rain affecting interstate 95. Use caution. #2295,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-25 11:00:51.315290
Hospital in east area at 8% capacity. Seeking additional resources. ID:3945,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-30 15:20:51.285293
Minor flooding in suburban area. Water level risen 2 inches due to severe storm. ID:3400,MEDIUM,NEUTRAL,True,FLOOD,news_agency,True,2024-10-29 23:38:51.292292
Minor incident: snow affecting central park. Use caution. #5097,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-12 01:46:51.316291
25 aftershocks reported in highway 101. Magnitude significant on Richter scale. ID:1862,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-09 11:06:51.285293
Building collapsed in route 27 after serious earthquake. 6+ people trapped. Emergency services responding. ID:5281,CRITICAL,PANIC,True,EARTHQUAKE,news_agency,True,2024-11-03 23:32:51.276291
Beach hazard at interstate 95: snow causing dangerous conditions. ID:4628,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-20 17:01:51.300291
Minor incident: extreme heat affecting west end. Use caution. #2875,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-23 22:48:51.316291
Power outage affecting 2k residents in metropolitan area after strong winds. ID:8612,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-09 02:12:51.283292
strong winds forecast for suburban area. Expected duration: 7 hours. ID:6266,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-01 19:37:51.292292
Small fire contained in interstate 95. 12 acres affected. No evacuations needed. ID:4134,MEDIUM,NEUTRAL,True,FIRE,emergency_service,True,2024-10-22 00:11:51.293290
Minor incident: heavy rain affecting south side. Use caution. #6596,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-22 01:39:51.317291
CRITICAL: critical gas leak detected in industrial zone. 8 block radius being evacuated in next 30 minutes. ID:6549,CRITICAL,PANIC,True,OTHER,public,False,2024-11-16 19:11:51.278290
substantial hurricane with heavy rain approaching route 27. Wind speeds 300mph. Immediate evacuation ordered! ID:8355,CRITICAL,PANIC,True,HURRICANE,twitter,True,2024-10-24 17:07:51.277291
Wildlife alert: severe bear sighted in east area. Stay alert. ID:1405,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-16 23:24:51.296292
Regular update: Community event in east area. #9896,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-30 13:33:51.321293
Minor flooding in industrial zone. Water level risen 10 inches due to dense fog. ID:6844,MEDIUM,NEUTRAL,True,FLOOD,news_agency,True,2024-10-25 11:12:51.292292
"considerable brush fire near south side, spreading immediately. 15 acres affected. ID:5345",HIGH,NEGATIVE,True,FIRE,news_agency,True,2024-11-08 13:13:51.284291
Regular update: Community event in metropolitan area. #7952,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-30 10:52:51.323290
Planned power outage in central park for 12 hours tomorrow. ID:1217,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-24 00:48:51.295291
EMERGENCY: devastating chemical spill in commercial zone. 7 mile evacuation zone. Hazmat responding. ID:2398,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-10-19 21:04:51.279290
EMERGENCY: major chemical spill in residential district. 20 mile evacuation zone. Hazmat responding. ID:2887,CRITICAL,PANIC,True,HAZMAT,public,True,2024-11-07 12:52:51.279290
Hospital in riverside at 12% capacity. Seeking additional resources. ID:3336,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-09 01:16:51.285293
devastating landslide reported near main street. 20 homes at risk. ID:9706,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-03 17:06:51.291297
Protest scheduled at city center. Expecting 1000 participants. ID:3652,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-13 00:33:51.299300
Evacuation center at east area reaching capacity. 3 people sheltered. ID:3464,HIGH,NEGATIVE,True,OTHER,public,False,2024-10-23 23:31:51.290297
5 traffic signals out in route 27 due to severe storm. ID:2694,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-25 16:46:51.289297
Minor incident: heavy rain affecting main street. Use caution. #8076,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-07 05:59:51.315290
Minor flooding in west end. Water level risen 30 inches due to lightning. ID:8776,MEDIUM,NEUTRAL,True,FLOOD,twitter,True,2024-10-20 05:58:51.292292
severe accident on interstate 95: 10 vehicles involved. Multiple injuries. Avoid area urgently. ID:8269,CRITICAL,PANIC,True,OTHER,twitter,True,2024-10-19 23:42:51.279290
critical accident on south side: 15 vehicles involved. Multiple injuries. Avoid area now. ID:7252,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-10-19 18:43:51.279290
