text,emergency_level,sentiment,is_emergency,disaster_type,verified,timestamp
"Caller: I just witnessed a minor gas leak on Broadway. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-21 20:11:44.563383
"Caller: My friend is having a stroke at Broadway. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-26 00:18:44.559383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-24 22:49:44.569389
"Caller: I heard gunshots near Broadway. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-19 14:15:44.560386
"Caller: There’s a traffic jam on Central Park due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-25 12:19:44.566389
"Caller: There's a fire in my building at Broadway! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-15 05:12:44.560386
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-31 04:07:44.564390
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-13 19:40:44.569389
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-28 07:09:44.560386
"Caller: There's been a missing child at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-20 08:46:44.558388
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-22 06:42:44.567393
"Caller: I just witnessed a minor medical emergency on Park Lane. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-25 03:07:44.563383
"Caller: We have a choking here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-10-20 05:09:44.562384
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-18 21:26:44.569389
"Caller: There’s a loud party at Broadway. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-30 08:42:44.567393
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-31 02:33:44.564390
"Caller: There’s a loud party at Broadway. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-26 09:22:44.567393
"Caller: I see smoke coming from a building at Broadway.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-11-14 03:53:44.563383
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-26 06:39:44.564390
"Caller: My friend is having a stroke at Broadway. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-10-30 06:51:44.559383
"Caller: My cat is stuck in a tree at Riverside. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-10 19:34:44.570385
"Caller: I just witnessed a minor medical emergency on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-05 09:59:44.563383
"Caller: There's a shooting at 5th Avenue. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-28 11:25:44.561393
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-09 05:20:44.570385
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-20 20:35:44.564390
"Caller: There's a missing child at Broadway. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-26 02:02:44.561393
"Caller: I heard gunshots near Industrial zone. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-28 09:25:44.560386
"Caller: I just witnessed a minor missing child on Industrial zone. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-08 16:29:44.563383
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-02 15:00:44.570385
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-19 12:21:44.566389
"Caller: I just witnessed a minor house fire on Suburban area. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-04 14:03:44.563383
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-07 20:01:44.560386
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-01 19:19:44.564390
"Caller: There's a flooded road at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-17 02:48:44.561393
"Caller: I just witnessed a minor robbery on Main St. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-01 05:53:44.563383
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-11 23:31:44.567393
"Caller: I heard gunshots near 5th Avenue. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-03 11:37:44.560386
"Caller: I see smoke coming from a building at Suburban area.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-26 01:11:44.563383
"Caller: There’s a loud party at 5th Avenue. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-10 09:59:44.567393
"Caller: I see smoke coming from a building at Broadway.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-31 02:42:44.563383
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-25 12:55:44.570385
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-26 04:49:44.566389
"Caller: There's been a car accident at Park Lane. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-09 13:59:44.558388
"Caller: I see smoke coming from a building at Main St.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-06 11:42:44.563383
"Caller: There's a fire in my building at Broadway! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-15 15:04:44.560386
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-06 19:39:44.560386
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-25 15:33:44.567393
"Caller: There’s a loud party at Downtown. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-08 16:58:44.567393
"Caller: There's a medical emergency at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-06 20:00:44.561393
"Caller: There's a house fire at 5th Avenue. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-10-19 16:08:44.561393
"Caller: I see smoke coming from a building at Main St.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-16 17:24:44.563383
"Caller: There's a robbery at 5th Avenue. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-11-15 23:17:44.561393
"Caller: We have a heart attack here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-10-28 10:34:44.562384
"Caller: There's been a missing child at Suburban area. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-02 22:29:44.558388
"Caller: We have a allergic reaction here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-24 04:58:44.562384
"Caller: I see smoke coming from a building at 5th Avenue.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-24 17:16:44.563383
"Caller: My neighbor is acting strangely at Downtown. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-15 05:22:44.564390
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-03 22:29:44.566389
"Caller: There's a suspicious package at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-07 02:03:44.561393
"Caller: My neighbor is acting strangely at Broadway. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-09 23:49:44.564390
"Caller: There's a flooded road at 5th Avenue. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-19 09:01:44.561393
"Caller: There's a fire in my building at Central Park! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-13 11:59:44.560386
"Caller: There's a fire in my building at Suburban area! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-11 01:21:44.560386
"Caller: My friend is having a severe bleeding at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-28 13:25:44.559383
"Caller: There's a fire in my building at Broadway! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-11 20:33:44.560386
"Caller: There’s a traffic jam on Downtown due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-11-12 00:47:44.566389
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-12 15:31:44.562384
"Caller: I see smoke coming from a building at Central Park.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-23 12:44:44.563383
"Caller: My neighbor is acting strangely at Broadway. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-09 14:43:44.564390
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-23 19:36:44.569389
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-17 06:34:44.562384
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-02 21:32:44.567393
"Caller: There's been a medical emergency at Main St. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-21 16:11:44.558388
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-16 15:53:44.560386
"Caller: My neighbor is acting strangely at Suburban area. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-26 19:19:44.564390
"Caller: There's a medical emergency at Downtown. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-31 15:20:44.561393
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-29 15:12:44.566389
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-27 21:22:44.569389
"Caller: I heard gunshots near Riverside. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-31 06:36:44.560386
"Caller: There's been a house fire at Broadway. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-31 16:54:44.558388
"Caller: We have a severe bleeding here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-14 22:09:44.562384
"Caller: I heard gunshots near Main St. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-29 14:01:44.560386
"Caller: I heard gunshots near 5th Avenue. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-07 06:14:44.560386
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-03 21:10:44.570385
"Caller: There's been a house fire at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-06 17:00:44.558388
"Caller: There's a flooded road at Main St. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-16 03:10:44.561393
"Caller: We have a choking here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-15 14:10:44.562384
"Caller: There's a fire in my building at Riverside! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-05 08:15:44.560386
"Caller: I see smoke coming from a building at Industrial zone.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-23 13:34:44.563383
"Caller: There's a fire in my building at Industrial zone! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-12 17:16:44.560386
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-09 07:50:44.570385
"Caller: I see smoke coming from a building at Main St.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-05 07:47:44.563383
"Caller: My neighbor is acting strangely at Elm Ave. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-07 18:16:44.564390
"Caller: I heard gunshots near Downtown. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-20 18:06:44.560386
"Caller: We have a choking here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-14 16:04:44.562384
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-28 21:10:44.560386
"Caller: My friend is having a choking at Industrial zone. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-29 05:01:44.559383
"Caller: There’s a loud party at Elm Ave. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-19 14:58:44.567393
"Caller: There's been a medical emergency at Park Lane. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-04 17:35:44.558388
"Caller: There’s a traffic jam on Main St due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-26 16:06:44.566389
"Caller: There's been a suspicious package at Riverside. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-07 02:57:44.558388
"Caller: I just witnessed a minor domestic disturbance on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-25 01:23:44.563383
"Caller: I heard gunshots near Central Park. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-05 19:20:44.560386
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-09 17:51:44.564390
"Caller: We have a choking here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-19 01:39:44.562384
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-11-10 01:28:44.560386
"Caller: We have a stroke here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-10-28 16:28:44.562384
"Caller: There's a fire in my building at Central Park! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-26 04:39:44.560386
"Caller: There’s a traffic jam on Downtown due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-12 04:36:44.566389
"Caller: There's a fire in my building at Downtown! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-12 16:37:44.560386
"Caller: My friend is having a allergic reaction at Main St. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-31 19:47:44.559383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-13 16:46:44.569389
"Caller: There's a flooded road at Riverside. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-10-20 13:31:44.561393
"Caller: I see smoke coming from a building at Central Park.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-23 02:23:44.563383
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-25 00:03:44.566389
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-16 16:19:44.569389
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-10 07:23:44.569389
"Caller: My friend is having a heart attack at Elm Ave. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-20 02:51:44.559383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-21 06:05:44.569389
"Caller: My friend is having a allergic reaction at Park Lane. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-11-17 05:15:44.559383
"Caller: There's a fire in my building at Elm Ave! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-04 20:04:44.560386
"Caller: There's a suspicious package at Main St. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-31 15:40:44.561393
"Caller: There's a domestic disturbance at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-11-07 05:06:44.561393
"Caller: My friend is having a severe bleeding at Broadway. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-08 04:10:44.559383
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-13 15:00:44.566389
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-31 19:43:44.566389
"Caller: There’s a traffic jam on Park Lane due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-14 23:27:44.566389
"Caller: There's been a medical emergency at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-16 07:30:44.558388
"Caller: There’s a traffic jam on Riverside due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-29 23:17:44.566389
"Caller: I just witnessed a minor missing child on Elm Ave. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-11 11:41:44.563383
"Caller: My neighbor is acting strangely at Suburban area. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-28 05:14:44.564390
"Caller: There’s a traffic jam on Downtown due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-26 21:56:44.566389
"Caller: There’s a traffic jam on Industrial zone due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-19 06:26:44.566389
"Caller: There's a house fire at Suburban area. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-27 02:40:44.561393
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-05 23:14:44.560386
"Caller: There's a domestic disturbance at Elm Ave. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-17 00:13:44.561393
"Caller: We have a stroke here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-04 06:36:44.562384
"Caller: There's a domestic disturbance at Riverside. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-04 15:01:44.561393
"Caller: There's a shooting at Broadway. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,False,2024-10-27 12:43:44.561393
"Caller: My neighbor is acting strangely at Elm Ave. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-13 18:34:44.564390
"Caller: There's a fire in my building at Elm Ave! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-04 19:25:44.560386
"Caller: I just witnessed a minor robbery on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-27 07:05:44.563383
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-10-30 09:58:44.566389
"Caller: My cat is stuck in a tree at Industrial zone. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-22 18:09:44.570385
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-22 09:15:44.569389
"Caller: There’s a traffic jam on Riverside due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-06 00:15:44.566389
"Caller: There’s a traffic jam on Central Park due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-18 21:40:44.566389
"Caller: There's been a shooting at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-07 11:56:44.558388
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-28 00:28:44.569389
"Caller: I heard gunshots near Central Park. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-21 09:46:44.560386
