text,emergency_level,sentiment,is_emergency,disaster_type,source,verified,timestamp
Minor incident: strong winds affecting highway 101. Use caution. #2459,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-14 03:39:00.632441
Regular update: Community event in city center. #7870,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-19 02:51:00.641033
Minor flooding in main street. Water level risen 7 inches due to heavy rain. ID:9404,MEDIUM,NEUTRAL,True,FLOOD,emergency_service,True,2024-10-22 23:26:00.603076
Regular update: Community event in metropolitan area. #2611,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-01 03:36:00.639890
7 casualties reported in devastating fire near route 27. Evacuate in next 30 minutes! #wildfire ID:1707,CRITICAL,PANIC,True,FIRE,public,False,2024-11-04 07:21:00.579077
Missing person in highway 101: Last seen 30 hours ago during severe storm. ID:7941,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-15 06:25:00.599076
2 aftershocks reported in central park. Magnitude significant on Richter scale. ID:3411,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-22 00:07:00.595077
"Construction incident at south side. Area secured, 15 workers affected. ID:6685",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-01 15:46:00.609721
Minor incident: severe storm affecting residential district. Use caution. #8499,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-03 10:51:00.632441
15 aftershocks reported in downtown. Magnitude substantial on Richter scale. ID:4987,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-30 22:24:00.595077
Water contamination alert for central park. Affects 20k residents. Boil advisory issued. ID:7784,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-17 12:21:00.598077
Evacuation center at east area reaching capacity. 6 people sheltered. ID:1709,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-29 23:12:00.601091
Water pressure issues reported in metropolitan area. 4 households affected. ID:5336,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-02 00:02:00.610805
Minor flooding in city center. Water level risen 7 inches due to hail. ID:3753,MEDIUM,NEUTRAL,True,FLOOD,public,True,2024-11-04 07:13:00.603076
Evacuation center at riverside reaching capacity. 9 people sheltered. ID:7980,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-21 21:47:00.601091
Minor incident: ice affecting city center. Use caution. #6807,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-11 22:36:00.634568
Minor incident: severe storm affecting city center. Use caution. #6870,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-16 19:26:00.634568
Regular update: Community event in highway 101. #8094,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-30 20:12:00.642039
Regular update: Community event in industrial zone. #2751,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-14 02:49:00.642039
"considerable brush fire near route 27, spreading as soon as possible. 3 acres affected. ID:1311",HIGH,NEGATIVE,True,FIRE,twitter,True,2024-11-01 00:16:00.594077
Minor incident: snow affecting metropolitan area. Use caution. #5277,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-31 10:45:00.633504
massive landslide reported near west end. 6 homes at risk. ID:4626,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-09 11:39:00.602076
Minor incident: extreme heat affecting residential district. Use caution. #4647,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-27 07:10:00.634568
major landslide reported near north district. 12 homes at risk. ID:6688,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-25 02:25:00.602076
Minor incident: extreme heat affecting highway 101. Use caution. #5441,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-25 03:22:00.633504
"URGENT: significant flooding in commercial zone, 10 people trapped! Rescue needed without delay! #emergency ID:2169",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-09 13:34:00.577082
Minor flooding in residential district. Water level risen 12 inches due to heavy rain. ID:8337,MEDIUM,NEUTRAL,True,FLOOD,public,True,2024-10-28 22:40:00.603076
hail forecast for south side. Expected duration: 7 hours. ID:3242,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-01 04:30:00.604090
Regular update: Community event in industrial zone. #6283,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-01 02:54:00.639890
massive landslide reported near central park. 25 homes at risk. ID:8961,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-13 09:35:00.602076
Regular update: Community event in commercial zone. #1701,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-06 12:06:00.642039
Minor incident: severe storm affecting interstate 95. Use caution. #7446,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-01 05:02:00.634568
Minor incident: severe storm affecting west end. Use caution. #6545,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-10 12:52:00.633504
Protest scheduled at south side. Expecting 2500 participants. ID:8247,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-01 06:08:00.611917
Regular update: Community event in central park. #5177,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-23 05:53:00.642039
Planned power outage in north district for 3 hours tomorrow. ID:7132,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-31 18:49:00.607076
significant landslide reported near interstate 95. 9 homes at risk. ID:3790,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-17 12:43:00.602076
Traffic delay on central park: 3 minute backup due to considerable accident. ID:9162,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-13 23:15:00.606075
Regular update: Community event in downtown. #5964,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-13 04:34:00.639890
Active shooter at east area. 2 casualties reported. Police operation ongoing. Stay away! ID:6915,CRITICAL,PANIC,True,VIOLENCE,public,True,2024-10-21 04:01:00.589081
2 aftershocks reported in harbor area. Magnitude significant on Richter scale. ID:1386,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-24 06:51:00.595077
Planned power outage in riverside for 20 hours tomorrow. ID:9823,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-20 22:59:00.607076
serious landslide reported near route 27. 30 homes at risk. ID:5785,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-30 12:06:00.602076
Water contamination alert for south side. Affects 3k residents. Boil advisory issued. ID:8780,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-20 09:30:00.598077
Minor incident: heavy rain affecting west end. Use caution. #7418,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-19 07:19:00.634568
Traffic delay on central park: 7 minute backup due to massive accident. ID:8703,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-30 20:48:00.606075
Water pressure issues reported in highway 101. 9 households affected. ID:4845,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-03 00:36:00.610805
Dam failure imminent at east area! 5 communities at risk. Evacuate now! #flood ID:1568,CRITICAL,PANIC,True,FLOOD,news_agency,False,2024-10-21 10:04:00.591079
CRITICAL: considerable gas leak detected in route 27. 5 block radius being evacuated now. ID:9921,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-10-20 20:43:00.585080
Missing person in main street: Last seen 7 hours ago during lightning. ID:1832,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-11 08:54:00.599076
Minor incident: lightning affecting harbor area. Use caution. #4297,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-04 14:37:00.633504
ALERT: devastating tornado approaching metropolitan area. 6 minutes to seek shelter! #tornado ID:3797,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-10-23 15:59:00.580082
Minor incident: hail affecting riverside. Use caution. #6030,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-16 06:42:00.634568
Water pressure issues reported in main street. 2 households affected. ID:1347,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-24 09:11:00.610805
Regular update: Community event in industrial zone. #5743,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-21 23:48:00.642039
12 traffic signals out in interstate 95 due to extreme heat. ID:4280,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-15 06:20:00.600076
south side roads flooded due to extreme heat. 3 feet of water reported. ID:6963,HIGH,NEGATIVE,True,FLOOD,emergency_service,True,2024-10-24 22:16:00.592081
Planned power outage in south side for 30 hours tomorrow. ID:7707,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-27 12:47:00.607076
Minor incident: severe storm affecting residential district. Use caution. #2917,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-16 10:32:00.633504
Water contamination alert for industrial zone. Affects 8k residents. Boil advisory issued. ID:5921,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-21 12:07:00.598077
interstate 95 roads flooded due to snow. 20 feet of water reported. ID:1159,HIGH,NEGATIVE,True,FLOOD,public,True,2024-10-28 07:55:00.592081
Regular update: Community event in city center. #3601,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-11 00:20:00.641033
Water contamination alert for central park. Affects 7k residents. Boil advisory issued. ID:1574,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-30 17:20:00.598077
25 aftershocks reported in central park. Magnitude substantial on Richter scale. ID:2423,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-22 05:04:00.595077
Beach hazard at north district: hail causing dangerous conditions. ID:2514,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-05 00:42:00.613026
Protest scheduled at central park. Expecting 500 participants. ID:8480,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-01 15:03:00.611917
Water pressure issues reported in south side. 7 households affected. ID:7499,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-04 11:48:00.610805
Small fire contained in commercial zone. 5 acres affected. No evacuations needed. ID:1427,MEDIUM,NEUTRAL,True,FIRE,news_agency,False,2024-10-23 12:16:00.605076
Regular update: Community event in interstate 95. #1109,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-01 13:34:00.642039
EMERGENCY: significant chemical spill in interstate 95. 9 mile evacuation zone. Hazmat responding. ID:1109,CRITICAL,PANIC,True,HAZMAT,twitter,True,2024-11-04 08:56:00.588080
EMERGENCY: massive chemical spill in interstate 95. 3 mile evacuation zone. Hazmat responding. ID:5579,CRITICAL,PANIC,True,HAZMAT,emergency_service,True,2024-11-03 02:47:00.588080
"Construction incident at residential district. Area secured, 30 workers affected. ID:5709",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-30 14:24:00.609721
Power outage affecting 3k residents in main street after extreme heat. ID:3606,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-08 05:20:00.593077
Evacuation center at central park reaching capacity. 15 people sheltered. ID:4303,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-20 00:43:00.601091
harbor area roads flooded due to heavy rain. 10 feet of water reported. ID:9606,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-11-11 18:27:00.592081
critical landslide reported near city center. 3 homes at risk. ID:3758,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-02 22:47:00.602076
strong winds forecast for industrial zone. Expected duration: 5 hours. ID:7529,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-11 02:14:00.604090
Regular update: Community event in harbor area. #1535,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-11 04:20:00.642039
extensive hurricane with severe storm approaching main street. Wind speeds 80mph. Immediate evacuation ordered! ID:7988,CRITICAL,PANIC,True,HURRICANE,twitter,True,2024-10-20 01:18:00.583081
Water pressure issues reported in metropolitan area. 10 households affected. ID:5073,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-31 20:48:00.610805
Minor incident: hail affecting city center. Use caution. #5132,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-02 13:53:00.634568
9 casualties reported in severe fire near downtown. Evacuate as soon as possible! #wildfire ID:6598,CRITICAL,PANIC,True,FIRE,twitter,True,2024-10-28 04:05:00.579077
Minor incident: ice affecting route 27. Use caution. #1490,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-04 04:38:00.634568
Traffic delay on south side: 6 minute backup due to serious accident. ID:8113,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-10 10:21:00.606075
Minor flooding in city center. Water level risen 25 inches due to dense fog. ID:9683,MEDIUM,NEUTRAL,True,FLOOD,twitter,True,2024-10-25 10:51:00.603076
Minor incident: strong winds affecting metropolitan area. Use caution. #3982,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-10 11:34:00.634568
Minor incident: strong winds affecting harbor area. Use caution. #2727,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-04 02:38:00.634568
considerable hurricane with snow approaching downtown. Wind speeds 90mph. Immediate evacuation ordered! ID:3943,CRITICAL,PANIC,True,HURRICANE,twitter,True,2024-10-27 02:29:00.583081
Minor incident: heavy rain affecting residential district. Use caution. #6555,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-04 13:09:00.633504
Regular update: Community event in downtown. #9450,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-24 22:39:00.642039
Regular update: Community event in downtown. #2336,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-06 09:01:00.641033
Evacuation center at riverside reaching capacity. 30 people sheltered. ID:4333,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-22 01:57:00.601091
Building collapsed in industrial zone after major earthquake. 3+ people trapped. Emergency services responding. ID:3033,CRITICAL,PANIC,True,EARTHQUAKE,emergency_service,True,2024-11-04 08:33:00.582079
"Construction incident at north district. Area secured, 6 workers affected. ID:8392",MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-20 04:47:00.609721
"Construction incident at west end. Area secured, 4 workers affected. ID:9362",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-01 23:27:00.609721
Active shooter at riverside. 30 casualties reported. Police operation ongoing. Stay away! ID:3177,CRITICAL,PANIC,True,VIOLENCE,news_agency,True,2024-11-03 04:43:00.589081
extensive hurricane with lightning approaching harbor area. Wind speeds 90mph. Immediate evacuation ordered! ID:2452,CRITICAL,PANIC,True,HURRICANE,emergency_service,True,2024-11-07 21:57:00.583081
Minor incident: ice affecting central park. Use caution. #1585,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-29 08:09:00.633504
"URGENT: massive flooding in industrial zone, 9 people trapped! Rescue needed in next 30 minutes! #emergency ID:4972",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-06 23:38:00.577082
Water pressure issues reported in riverside. 10 households affected. ID:7081,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-06 16:50:00.610805
Minor incident: severe storm affecting city center. Use caution. #7309,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-13 12:13:00.633504
Regular update: Community event in interstate 95. #1915,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-05 07:24:00.639890
extreme heat forecast for city center. Expected duration: 8 hours. ID:9622,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-20 15:51:00.604090
Minor incident: lightning affecting residential district. Use caution. #4823,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-12 00:56:00.633504
Building collapsed in north district after considerable earthquake. 8+ people trapped. Emergency services responding. ID:2259,CRITICAL,PANIC,True,EARTHQUAKE,public,True,2024-11-01 08:56:00.582079
main street roads flooded due to severe storm. 30 feet of water reported. ID:8709,HIGH,NEGATIVE,True,FLOOD,public,True,2024-11-12 07:41:00.592081
Protest scheduled at west end. Expecting 1200 participants. ID:5311,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-12 11:08:00.611917
Minor flooding in residential district. Water level risen 6 inches due to strong winds. ID:6837,MEDIUM,NEUTRAL,True,FLOOD,twitter,False,2024-10-20 10:41:00.603076
25 traffic signals out in route 27 due to snow. ID:6599,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-21 05:27:00.600076
3 traffic signals out in route 27 due to lightning. ID:8343,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-17 20:57:00.600076
Small fire contained in industrial zone. 20 acres affected. No evacuations needed. ID:4076,MEDIUM,NEUTRAL,True,FIRE,news_agency,True,2024-10-22 10:33:00.605076
"URGENT: massive flooding in downtown, 25 people trapped! Rescue needed without delay! #emergency ID:2911",CRITICAL,PANIC,True,FLOOD,twitter,False,2024-11-02 12:35:00.577082
Wildlife alert: severe bear sighted in suburban area. Stay alert. ID:7237,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-03 08:31:00.608076
Planned power outage in west end for 12 hours tomorrow. ID:2002,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-22 19:55:00.607076
5 aftershocks reported in harbor area. Magnitude extensive on Richter scale. ID:6383,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-10 00:52:00.595077
Hospital in metropolitan area at 10% capacity. Seeking additional resources. ID:5412,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-10 19:41:00.597076
massive landslide reported near west end. 15 homes at risk. ID:1358,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-24 02:59:00.602076
Regular update: Community event in suburban area. #3753,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-14 19:46:00.639890
ALERT: substantial tornado approaching north district. 4 minutes to seek shelter! #tornado ID:7746,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-11-14 02:00:00.580082
"significant brush fire near west end, spreading without delay. 7 acres affected. ID:4377",HIGH,NEGATIVE,True,FIRE,emergency_service,True,2024-11-11 10:36:00.594077
Dam failure imminent at east area! 15 communities at risk. Evacuate within next hour! #flood ID:1391,CRITICAL,PANIC,True,FLOOD,news_agency,True,2024-11-02 22:50:00.591079
massive landslide reported near metropolitan area. 3 homes at risk. ID:9793,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-26 11:39:00.602076
ALERT: critical tornado approaching downtown. 3 minutes to seek shelter! #tornado ID:7131,CRITICAL,PANIC,True,TORNADO,news_agency,False,2024-11-02 15:44:00.580082
Building collapsed in harbor area after significant earthquake. 25+ people trapped. Emergency services responding. ID:4315,CRITICAL,PANIC,True,EARTHQUAKE,emergency_service,False,2024-10-22 19:36:00.582079
Minor incident: snow affecting central park. Use caution. #4522,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-29 21:44:00.634568
Building collapsed in residential district after critical earthquake. 7+ people trapped. Emergency services responding. ID:8755,CRITICAL,PANIC,True,EARTHQUAKE,twitter,False,2024-11-01 16:14:00.582079
Wildlife alert: considerable bear sighted in north district. Stay alert. ID:1441,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-11 22:38:00.608076
Dam failure imminent at residential district! 9 communities at risk. Evacuate within next hour! #flood ID:4903,CRITICAL,PANIC,True,FLOOD,twitter,False,2024-10-23 14:14:00.591079
Beach hazard at city center: dense fog causing dangerous conditions. ID:9716,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-05 04:50:00.613026
"URGENT: considerable flooding in highway 101, 9 people trapped! Rescue needed now! #emergency ID:5749",CRITICAL,PANIC,True,FLOOD,public,True,2024-11-16 06:56:00.577082
EMERGENCY: considerable chemical spill in interstate 95. 7 mile evacuation zone. Hazmat responding. ID:9039,CRITICAL,PANIC,True,HAZMAT,emergency_service,False,2024-11-02 05:58:00.588080
Regular update: Community event in riverside. #2534,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-17 17:41:00.639890
"massive brush fire near highway 101, spreading urgently. 25 acres affected. ID:8700",HIGH,NEGATIVE,True,FIRE,emergency_service,True,2024-11-02 22:25:00.594077
Beach hazard at central park: heavy rain causing dangerous conditions. ID:6884,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-22 12:22:00.613026
lightning forecast for industrial zone. Expected duration: 6 hours. ID:9095,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-19 11:41:00.604090
Regular update: Community event in east area. #8580,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-13 01:43:00.641033
CRITICAL: serious gas leak detected in metropolitan area. 20 block radius being evacuated in next 30 minutes. ID:4968,CRITICAL,PANIC,True,OTHER,public,True,2024-10-28 21:33:00.585080
"critical brush fire near route 27, spreading as soon as possible. 7 acres affected. ID:2008",HIGH,NEGATIVE,True,FIRE,news_agency,False,2024-11-09 11:16:00.594077
"Construction incident at suburban area. Area secured, 3 workers affected. ID:2909",MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-05 09:04:00.609721
Minor incident: severe storm affecting west end. Use caution. #2932,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-07 09:06:00.634568
ALERT: major tornado approaching commercial zone. 20 minutes to seek shelter! #tornado ID:6386,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-11-07 14:01:00.580082
Regular update: Community event in interstate 95. #9324,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-01 02:39:00.642039
Active shooter at route 27. 4 casualties reported. Police operation ongoing. Stay away! ID:2090,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-10 04:57:00.589081
Traffic delay on route 27: 2 minute backup due to major accident. ID:5170,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-16 10:23:00.606075
Minor incident: strong winds affecting north district. Use caution. #6704,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-30 05:23:00.633504
Minor incident: extreme heat affecting east area. Use caution. #1184,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-24 03:53:00.634568
Minor incident: ice affecting city center. Use caution. #6540,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-13 06:39:00.633504
9 aftershocks reported in interstate 95. Magnitude substantial on Richter scale. ID:4341,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-07 14:55:00.595077
Minor incident: ice affecting harbor area. Use caution. #2260,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-26 07:13:00.633504
12 aftershocks reported in west end. Magnitude serious on Richter scale. ID:8504,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-27 11:46:00.595077
massive landslide reported near central park. 15 homes at risk. ID:6636,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-10-27 09:33:00.602076
Beach hazard at route 27: heavy rain causing dangerous conditions. ID:9059,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-04 12:30:00.613026
Power outage affecting 20k residents in highway 101 after snow. ID:4986,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-31 04:29:00.593077
Minor incident: dense fog affecting east area. Use caution. #3343,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-31 07:46:00.633504
Beach hazard at east area: snow causing dangerous conditions. ID:9479,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-11 14:48:00.613026
severe storm forecast for south side. Expected duration: 6 hours. ID:1887,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-17 01:14:00.604090
9 aftershocks reported in south side. Magnitude critical on Richter scale. ID:9196,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-11 23:31:00.595077
Traffic delay on suburban area: 12 minute backup due to considerable accident. ID:6345,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-22 21:03:00.606075
EMERGENCY: extensive chemical spill in west end. 12 mile evacuation zone. Hazmat responding. ID:2705,CRITICAL,PANIC,True,HAZMAT,public,True,2024-11-03 07:37:00.588080
Regular update: Community event in west end. #2842,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-01 07:42:00.639890
Wildlife alert: extensive bear sighted in interstate 95. Stay alert. ID:7231,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-05 05:53:00.608076
Regular update: Community event in downtown. #7888,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-24 14:27:00.639890
Dam failure imminent at east area! 5 communities at risk. Evacuate within next hour! #flood ID:1076,CRITICAL,PANIC,True,FLOOD,public,False,2024-10-27 22:58:00.591079
Minor incident: ice affecting highway 101. Use caution. #4574,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-08 19:21:00.634568
Water contamination alert for main street. Affects 20k residents. Boil advisory issued. ID:4829,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-17 15:53:00.598077
massive accident on commercial zone: 30 vehicles involved. Multiple injuries. Avoid area as soon as possible. ID:1329,CRITICAL,PANIC,True,OTHER,twitter,True,2024-10-21 18:09:00.586081
Minor incident: dense fog affecting central park. Use caution. #7638,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-25 17:33:00.634568
Beach hazard at harbor area: dense fog causing dangerous conditions. ID:7647,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-02 16:04:00.613026
severe landslide reported near main street. 2 homes at risk. ID:7421,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-16 01:06:00.602076
Minor incident: lightning affecting highway 101. Use caution. #1939,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-26 09:56:00.633504
Regular update: Community event in main street. #4456,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-06 18:22:00.641033
Planned power outage in south side for 3 hours tomorrow. ID:2761,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-22 02:40:00.607076
Minor incident: ice affecting central park. Use caution. #5152,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-12 01:42:00.633504
Regular update: Community event in riverside. #4649,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-21 20:21:00.641033
serious landslide reported near industrial zone. 7 homes at risk. ID:3191,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-15 12:41:00.602076
Beach hazard at harbor area: strong winds causing dangerous conditions. ID:4673,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-28 01:54:00.613026
Traffic delay on suburban area: 12 minute backup due to major accident. ID:9669,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-04 20:09:00.606075
Minor incident: dense fog affecting downtown. Use caution. #2865,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-15 02:43:00.634568
Regular update: Community event in commercial zone. #2856,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-20 18:56:00.639890
Wildlife alert: substantial bear sighted in south side. Stay alert. ID:8131,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-05 05:44:00.608076
Active shooter at main street. 12 casualties reported. Police operation ongoing. Stay away! ID:6964,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-03 10:58:00.589081
Regular update: Community event in suburban area. #8361,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-07 19:05:00.641033
Protest scheduled at route 27. Expecting 1500 participants. ID:5779,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-10-29 15:16:00.611917
"Construction incident at main street. Area secured, 15 workers affected. ID:5457",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-10 19:20:00.609721
"URGENT: extensive flooding in highway 101, 8 people trapped! Rescue needed within next hour! #emergency ID:4657",CRITICAL,PANIC,True,FLOOD,news_agency,False,2024-10-28 10:53:00.577082
Regular update: Community event in suburban area. #8656,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-24 17:45:00.642039
Minor incident: severe storm affecting central park. Use caution. #6745,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-11 04:06:00.633504
Planned power outage in south side for 8 hours tomorrow. ID:7982,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-01 12:35:00.607076
significant landslide reported near east area. 8 homes at risk. ID:8623,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-20 15:05:00.602076
